; Sample Rate 48000
; Channels 1
0 43.9796
2.08333e-05 41.2361
4.16667e-05 75.7581
6.25e-05 4.90917
8.33333e-05 19.1357
0.000104167 -0.127914
0.000125 -37.9125
0.000145833 46.5046
0.000166667 72.1873
0.0001875 13.5813
0.000208333 86.5219
0.000229167 -16.6898
0.00025 -123.28
0.000270833 -25.7365
0.000291667 -74.2132
0.0003125 -2.35271
0.000333333 -29.6527
0.000354167 75.5377
0.000375 76.5199
0.000395833 94.5011
0.000416667 98.2284
0.0004375 -8.35017
0.000458333 -78.946
0.000479167 74.3692
0.0005 -66.767
0.000520833 -31.1824
0.000541667 35.1314
0.0005625 -27.6015
0.000583333 26.9517
0.000604167 -28.7521
0.000625 38.6222
0.000645833 28.2773
0.000666667 -73.1023
0.0006875 -34.1439
0.000708333 -69.3993
0.000729167 -15.422
0.00075 -4.40096
0.000770833 31.0107
0.000791667 -119.057
0.0008125 -77.4508
0.000833333 12.4023
0.000854167 -54.3924
0.000875 12.8477
0.000895833 -36.8248
0.000916667 -148.357
0.0009375 34.8009
0.000958333 -27.8464
0.000979167 36.6304
0.001 83.8328
0.00102083 62.652
0.00104167 -91.9145
0.0010625 -114.745
0.00108333 47.4604
0.00110417 84.9679
0.001125 73.2024
0.00114583 -102.167
0.00116667 64.9645
0.0011875 60.1881
0.00120833 -28.7702
0.00122917 11.7125
0.00125 0.841339
0.00127083 53.9067
0.00129167 -76.3484
0.0013125 50.8971
0.00133333 -26.0719
0.00135417 -84.9145
0.001375 62.7398
0.00139583 -74.7811
0.00141667 12.654
0.0014375 88.233
0.00145833 -66.2296
0.00147917 -52.1387
0.0015 -50.2472
0.00152083 81.837
0.00154167 -31.1095
0.0015625 76.7245
0.00158333 -69.8196
0.00160417 22.051
0.001625 7.45729
0.00164583 29.9428
0.00166667 -50.2633
0.0016875 -23.0247
0.00170833 -70.4076
0.00172917 -3.58669
0.00175 103.737
0.00177083 -63.6083
0.00179167 9.17436
0.0018125 51.6998
0.00183333 32.7007
0.00185417 -19.0597
0.001875 34.1034
0.00189583 64.4253
0.00191667 -26.8237
0.0019375 34.5236
0.00195833 -104.938
0.00197917 28.6512
0.002 39.7329
0.00202083 25.1237
0.00204167 -32.2622
0.0020625 -72.4421
0.00208333 -36.9732
0.00210417 69.0278
0.002125 -65.3692
0.00214583 -21.272
0.00216667 -3.23735
0.0021875 45.4788
0.00220833 23.244
0.00222917 -8.04101
0.00225 66.0137
0.00227083 63.9605
0.00229167 4.51413
0.0023125 -25.4823
0.00233333 51.3887
0.00235417 85.1847
0.002375 -70.5899
0.00239583 27.0573
0.00241667 -15.6633
0.0024375 52.5857
0.00245833 61.9766
0.00247917 -121.503
0.0025 85.2963
0.00252083 16.5084
0.00254167 -135.487
0.0025625 -21.1457
0.00258333 126.553
0.00260417 -86.8821
0.002625 7.40712
0.00264583 -111.134
0.00266667 55.5596
0.0026875 -129.246
0.00270833 37.3476
0.00272917 138.443
0.00275 -108.531
0.00277083 -104.917
0.00279167 44.1331
0.0028125 -111.665
0.00283333 -82.8864
0.00285417 94.0008
0.002875 -44.345
0.00289583 -6.47156
0.00291667 10.2083
0.0029375 -79.7222
0.00295833 156.01
0.00297917 18.1388
0.003 7.39087
0.00302083 26.8645
0.00304167 94.4449
0.0030625 -40.7929
0.00308333 59.7058
0.00310417 -92.3151
0.003125 52.5695
0.00314583 102.664
0.00316667 -31.0904
0.0031875 45.0218
0.00320833 84.786
0.00322917 61.713
0.00325 56.5671
0.00327083 30.7919
0.00329167 20.4948
0.0033125 65.8065
0.00333333 -9.9618
0.00335417 143.138
0.003375 -80.3204
0.00339583 -147.959
0.00341667 9.25649
0.0034375 -40.3842
0.00345833 22.3285
0.00347917 13.1692
0.0035 -29.0426
0.00352083 73.5252
0.00354167 36.195
0.0035625 -18.0483
0.00358333 18.5957
0.00360417 10.1496
0.003625 0.0133817
0.00364583 -66.7644
0.00366667 -18.0346
0.0036875 1.63736
0.00370833 54.6543
0.00372917 -81.8157
0.00375 -141.855
0.00377083 -3.40311
0.00379167 6.53319
0.0038125 -87.917
0.00383333 16.9677
0.00385417 1.8974
0.003875 -47.47
0.00389583 -80.3223
0.00391667 58.7697
0.0039375 -48.7093
0.00395833 120.726
0.00397917 -8.94303
0.004 66.3611
0.00402083 70.3565
0.00404167 2.05929
0.0040625 -12.8814
0.00408333 37.2334
0.00410417 21.0152
0.004125 44.853
0.00414583 54.9667
0.00416667 -55.3547
0.0041875 -92.7205
0.00420833 34.7726
0.00422917 -110.191
0.00425 2.1736
0.00427083 -69.6795
0.00429167 -50.984
0.0043125 -2.39071
